"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-06","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","294.2","","","","1"
"2019-07","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","339.3","","","","1"
"2019-08","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","377.3","","","","1"
"2019-09","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","275.5","","","","1"
"2019-10","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","278.5","","","","1"
"2019-11","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","327.5","","","","1"
"2019-12","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","325.5","","","","1"
"2020-01","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","362.7","","","","1"
"2020-02","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","355.2","","","","1"
"2020-03","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","527.4","","","","1"
"2020-04","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","877.7","","","","1"
"2020-05","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","827.6","","","","1"
"2020-06","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","718.6","","","","1"
"2020-07","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","605.0","","","","1"
"2020-08","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","632.5","","","","1"
"2020-09","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","463.2","","","","1"
"2020-10","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","471.9","","","","1"
"2020-11","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","472.5","","","","1"
"2020-12","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","513.3","","","","1"
"2021-01","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","656.3","","","","1"
"2021-02","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","552.5","","","","1"
"2021-03","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","512.6","","","","1"
"2021-04","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","536.0","","","","1"
"2021-05","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","504.5","","","","1"
"2021-06","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","453.7","","","","1"
"2021-07","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","497.4","","","","1"
"2021-08","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","500.5","","","","1"
"2021-09","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","405.9","","","","1"
"2021-10","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","373.6","","","","1"
"2021-11","Canada","2016A000011124","Unemployment","Postsecondary certificate or diploma","Both sexes","15 years and over","Persons","249","thousands","3","v2627979","1.6.6.1.1","360.7","","","","1"
"2019-04","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","238.7","","","","1"
"2019-05","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","251.2","","","","1"
"2019-06","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","245.8","","","","1"
"2019-07","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","297.6","","","","1"
"2019-08","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","365.8","","","","1"
"2019-09","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","248.3","","","","1"
"2019-10","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","237.2","","","","1"
"2019-11","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","248.7","","","","1"
"2019-12","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","229.0","","","","1"
"2020-01","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","255.3","","","","1"
"2020-02","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","267.1","","","","1"
"2020-03","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","380.9","","","","1"
"2020-04","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","530.9","","","","1"
"2020-05","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","540.5","","","","1"
"2020-06","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","526.8","","","","1"
"2020-07","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","559.7","","","","1"
"2020-08","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","605.7","","","","1"
"2020-09","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","430.1","","","","1"
"2020-10","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","401.2","","","","1"
"2020-11","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","417.1","","","","1"
"2020-12","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","375.9","","","","1"
"2021-01","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","418.6","","","","1"
"2021-02","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","363.1","","","","1"
"2021-03","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","359.8","","","","1"
"2021-04","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","355.2","","","","1"
"2021-05","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","389.5","","","","1"
"2021-06","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","350.1","","","","1"
"2021-07","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","391.6","","","","1"
"2021-08","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","464.1","","","","1"
"2021-09","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","290.5","","","","1"
"2021-10","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","305.8","","","","1"
"2021-11","Canada","2016A000011124","Unemployment","University degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627980","1.6.7.1.1","276.5","","","","1"
"2019-04","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","163.4","","","","1"
"2019-05","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","183.5","","","","1"
"2019-06","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","172.2","","","","1"
"2019-07","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","213.0","","","","1"
"2019-08","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","257.5","","","","1"
"2019-09","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","172.3","","","","1"
"2019-10","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","155.9","","","","1"
"2019-11","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","160.9","","","","1"
"2019-12","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","156.3","","","","1"
"2020-01","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","172.4","","","","1"
"2020-02","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","181.0","","","","1"
"2020-03","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","278.7","","","","1"
"2020-04","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","387.5","","","","1"
"2020-05","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","394.1","","","","1"
"2020-06","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","380.4","","","","1"
"2020-07","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","394.6","","","","1"
"2020-08","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","426.0","","","","1"
"2020-09","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","311.3","","","","1"
"2020-10","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","283.5","","","","1"
"2020-11","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","292.8","","","","1"
"2020-12","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","264.0","","","","1"
"2021-01","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","302.1","","","","1"
"2021-02","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","266.4","","","","1"
"2021-03","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","257.2","","","","1"
"2021-04","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","258.5","","","","1"
"2021-05","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","282.2","","","","1"
"2021-06","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","237.2","","","","1"
"2021-07","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","283.0","","","","1"
"2021-08","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","320.2","","","","1"
"2021-09","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","202.6","","","","1"
"2021-10","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","219.2","","","","1"
"2021-11","Canada","2016A000011124","Unemployment","Bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627981","1.6.8.1.1","201.8","","","","1"
"2019-04","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","75.2","","","","1"
"2019-05","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","67.7","","","","1"
"2019-06","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","73.6","","","","1"
"2019-07","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","84.6","","","","1"
"2019-08","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","108.3","","","","1"
"2019-09","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","76.1","","","","1"
"2019-10","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","81.3","","","","1"
"2019-11","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","87.8","","","","1"
"2019-12","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","72.7","","","","1"
"2020-01","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","82.9","","","","1"
"2020-02","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","86.1","","","","1"
"2020-03","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","102.2","","","","1"
"2020-04","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","143.4","","","","1"
"2020-05","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","146.4","","","","1"
"2020-06","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","146.4","","","","1"
"2020-07","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","165.0","","","","1"
"2020-08","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","179.7","","","","1"
"2020-09","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","118.9","","","","1"
"2020-10","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","117.7","","","","1"
"2020-11","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","124.2","","","","1"
"2020-12","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","111.8","","","","1"
"2021-01","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","116.5","","","","1"
"2021-02","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","96.7","","","","1"
"2021-03","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","102.6","","","","1"
"2021-04","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","96.7","","","","1"
"2021-05","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","107.3","","","","1"
"2021-06","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","112.9","","","","1"
"2021-07","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","108.5","","","","1"
"2021-08","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","143.9","","","","1"
"2021-09","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","87.9","","","","1"
"2021-10","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","86.7","","","","1"
"2021-11","Canada","2016A000011124","Unemployment","Above bachelor's degree","Both sexes","15 years and over","Persons","249","thousands","3","v2627982","1.6.9.1.1","74.7","","","","1"


